,Epoch,Scramble Depth,Time,isSolved,Move Count,Nodes Generated,Search Iterations
64,500,65,16.830188035964966,False,,167206,801
0,600,1,0.005174875259399414,True,1,13,3
1,600,2,0.008375406265258789,True,2,42,4
2,600,3,0.01853179931640625,True,3,215,5
3,600,4,0.009323835372924805,True,2,65,4
4,600,5,0.012325763702392578,True,3,85,5
5,600,6,0.02355813980102539,True,4,271,6
6,600,7,0.018595457077026367,True,3,215,5
7,600,8,0.032888174057006836,True,4,443,6
8,600,9,0.04275965690612793,True,5,554,7
9,600,10,0.028191089630126953,True,4,341,6
10,600,11,0.042253971099853516,True,5,547,7
11,600,12,0.028075695037841797,True,4,345,6
12,600,13,0.018649816513061523,True,3,215,5
13,600,14,0.5364589691162109,True,12,6775,37
14,600,15,0.04353070259094238,True,5,581,7
15,600,16,0.09598565101623535,True,8,1275,10
16,600,17,0.04349017143249512,True,5,580,7
17,600,18,4.117218017578125,True,12,44802,217
18,600,19,0.014745473861694336,True,3,135,5
19,600,20,0.028226137161254883,True,4,341,6
20,600,21,0.1040654182434082,True,9,1392,11
21,600,22,0.06197810173034668,True,6,846,8
22,600,23,17.026506662368774,False,,166092,801
23,600,24,0.059751033782958984,True,6,807,8
24,600,25,16.833462238311768,False,,168284,801
25,600,26,16.843072652816772,False,,165193,801
26,600,27,1.0068550109863281,True,9,12345,63
27,600,28,0.12644577026367188,True,10,1656,12
28,600,29,0.09896254539489746,True,9,1304,11
29,600,30,16.951851844787598,False,,167573,801
30,600,31,3.715198040008545,True,11,41140,203
31,600,32,0.09334540367126465,True,8,1261,10
32,600,33,0.13408398628234863,True,11,1793,13
33,600,34,0.13875174522399902,True,10,1827,13
34,600,35,16.976922273635864,False,,167193,801
35,600,36,16.689112901687622,False,,165039,801
36,600,37,16.88571572303772,False,,165856,801
37,600,38,0.08935832977294922,True,8,1162,10
38,600,39,0.10580182075500488,True,9,1432,11
39,600,40,17.107207536697388,False,,168419,801
40,600,41,0.13259243965148926,True,11,1740,13
41,600,42,16.756641387939453,False,,164667,801
42,600,43,16.94856333732605,False,,164967,801
43,600,44,0.39909815788269043,True,12,5043,29
44,600,45,16.838226795196533,False,,167752,801
45,600,46,12.342566013336182,True,14,127493,601
46,600,47,0.01873493194580078,True,3,215,5
47,600,48,17.072197198867798,False,,169068,801
48,600,49,16.36301589012146,False,,160519,801
49,600,50,1.5627162456512451,True,12,18519,91
50,600,51,16.787947416305542,False,,166270,801
51,600,52,17.233094215393066,False,,167299,801
52,600,53,16.72956132888794,False,,165084,801
53,600,54,17.046638011932373,False,,165514,801
54,600,55,16.802516222000122,False,,165667,801
55,600,56,16.97324562072754,False,,167138,801
56,600,57,0.07577705383300781,True,7,1034,9
57,600,58,16.7669620513916,False,,165724,801
58,600,59,17.251808643341064,False,,169980,801
59,600,60,17.039088249206543,False,,169356,801
60,600,61,0.17163991928100586,True,11,2314,15
61,600,62,16.84351873397827,False,,169181,801
62,600,63,16.874120712280273,False,,167333,801
